order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english
9e131f842d7e07cecbaffc75897506fa,1,5d66715cc928aadd0074f61332698593,128639473a139ac0f3e5f5ade55873a5,2018-03-29 21:31:33,19.9,13.47,c5bfa0cc47e07f8ef82cf6d62f84e13b,delivered,2018-03-25 21:18:20,2018-03-25 21:35:36,2018-03-26 16:34:49,2018-04-02 14:14:47,2018-04-20 00:00:00,274c7800cda11096f81e2427618f830d,15043,sao jose do rio preto,SP,eletronicos,52.0,390.0,1.0,150.0,20.0,13.0,18.0,electronics
324687cda932c3d68b91cb0fb2ea653e,1,dcf382c499d890ea8ca4d7e08fcb3abf,e8b4225284fbb02d16f200513f1f395d,2018-08-17 12:15:16,195.91,59.45,eb58238a7052e727425f75c87d2d2a01,delivered,2018-08-14 12:21:45,2018-08-15 12:15:16,2018-08-16 08:51:00,2018-08-20 20:03:09,2018-08-24 00:00:00,0a9be2c3d5bb3ad08271f4cdc4569364,20771,rio de janeiro,RJ,bebes,44.0,616.0,2.0,8250.0,44.0,32.0,35.0,baby
dbb1353a1b37773612291d7e294ec323,1,761786c69af6094fe760ef42fbceaa1f,643214e62b870443ccbe55ab29a4dccf,2018-04-05 23:47:52,98.8,15.57,80ad906b5e2e5d97b96c167d244e9e0d,delivered,2018-04-01 23:06:18,2018-04-01 23:47:52,2018-04-02 21:34:53,2018-04-07 00:33:17,2018-04-19 00:00:00,ef67986b495c5778f4758496519dda80,83090,sao jose dos pinhais,PR,fashion_bolsas_e_acessorios,31.0,331.0,5.0,200.0,16.0,12.0,14.0,fashion_bags_accessories
b2aaaac7465dd94360cfc675328104b4,1,66ef20ad226145a624f8d7b7821d8d5a,8444e55c1f13cd5c179851e5ca5ebd00,2017-07-14 12:10:19,289.0,17.78,715f38d3b677f1e88e7516c3018bb241,delivered,2017-06-29 11:58:41,2017-06-29 12:10:19,2017-06-29 13:28:28,2017-07-12 15:28:45,2017-08-08 00:00:00,273a333047511083c6e77ef31fd25f2d,11533,cubatao,SP,perfumaria,30.0,834.0,5.0,500.0,19.0,10.0,16.0,perfumery
923cc27376a32cd0e1252597e42a5586,1,9330504b97ecb321002b3f0af1f0f467,cca3071e3e9bb7d12640c9fbe2301306,2017-08-23 12:10:11,52.64,25.65,0ae1f70aec3c222c780ca0bfae1f1ced,delivered,2017-08-17 11:49:54,2017-08-17 12:10:11,2017-08-21 10:48:40,2017-09-10 14:13:23,2017-09-21 00:00:00,ec4ea83b730a66c09400b99656e03934,50770,recife,PE,cama_mesa_banho,58.0,624.0,2.0,467.0,45.0,4.0,35.0,bed_bath_table
4057b2ef485f9beb388fcb296548a5dc,2,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,2017-11-20 21:07:53,58.9,47.85,c06c73edf44216cf56cd985217e2207d,delivered,2017-11-13 20:46:21,2017-11-13 21:07:53,2017-11-16 19:33:59,2017-11-29 15:44:35,2017-12-13 00:00:00,a27e379209319f4f2a9dc566f516c91c,57840,santana do mundau,AL,utilidades_domesticas,41.0,799.0,1.0,7000.0,26.0,47.0,27.0,housewares
2ba6f4043547bc847cc055c975cb57cf,1,3f3bb9a9009cafb307bc91e3d8a507b9,d93844a9c55ba7ce353388bcf849ea56,2017-06-29 10:45:10,249.9,26.59,af204ae44962575977140c5d3a95b680,delivered,2017-06-25 10:33:52,2017-06-25 10:45:10,2017-06-27 13:36:19,2017-07-04 18:47:40,2017-07-18 00:00:00,783ea32237d1b8d2a5d636df0c497e12,11030,santos,SP,moveis_decoracao,63.0,208.0,2.0,7600.0,100.0,7.0,65.0,furniture_decor
7d9222bcb9fbdafc453620f32f6fb996,1,033e5e4f49acb5621c782ac8a37aa90b,43b2c864251aa0ce4030c746984e088a,2018-08-02 15:45:09,34.9,17.17,66ec897fe7dc187b52b3f654bfe0c80c,delivered,2018-07-28 15:35:20,2018-07-28 15:45:09,2018-07-30 12:17:00,2018-08-03 16:21:35,2018-08-14 00:00:00,c9a7082c7fcd2d95243b4c971e996abc,3118,sao paulo,SP,malas_acessorios,43.0,533.0,2.0,175.0,16.0,10.0,16.0,luggage_accessories
6e4a67f3a94e46e6cc5af48093d14127,1,b19e331e05bee8900ed6e582b4c8dab6,41b39e28db005d9731d9d485a83b4c38,2017-01-23 15:21:44,149.9,17.2,6f065c44abf2024a4cb9ee299921ed6a,delivered,2017-01-19 15:21:44,2017-01-19 15:30:15,2017-02-01 18:06:23,2017-02-01 18:06:23,2017-03-08 00:00:00,2d7a88002fb4c6073fbef4f59707a0e0,13504,rio claro,SP,cama_mesa_banho,52.0,382.0,2.0,3500.0,47.0,21.0,41.0,bed_bath_table
4ef4d5ad1ca0e17cc5c92da8acbb0773,1,1acb18fc869c5489d5f76abcd681165e,6d803cb79cc31c41c4c789a75933b3c7,2018-04-03 03:49:39,135.0,15.04,91776ece9ccbf384df0fd53452fa70c8,delivered,2018-03-24 18:18:07,2018-03-27 03:49:39,2018-03-27 20:16:54,2018-04-02 22:28:55,2018-04-13 00:00:00,04ceb0b6de581dfcd6d0e61442550117,4378,sao paulo,SP,esporte_lazer,47.0,858.0,1.0,1600.0,30.0,30.0,35.0,sports_leisure
142c00b1a365aed0b31af96d7d79e673,1,b2f15c23f560da3b247e1090d9d12be7,2ff97219cb8622eaf3cd89b7d9c09824,2018-05-29 02:18:24,18.9,7.87,a78232744e32a2bcb0993dda7ade2356,delivered,2018-05-25 11:38:12,2018-05-26 02:18:24,2018-05-29 09:26:00,2018-06-04 17:16:38,2018-06-12 00:00:00,3f4a4aae89a77c544bba5fc6effb5fc7,4305,sao paulo,SP,utilidades_domesticas,60.0,608.0,4.0,200.0,16.0,6.0,12.0,housewares
d454cb4d38b256a9431bf8224f239960,1,0aabfb375647d9738ad0f7b4ea3653b1,37515688008a7a40ac93e3b2e4ab203f,2017-11-06 00:45:08,24.5,11.85,c2abbbcf884e62c3e59e30777cc11320,delivered,2017-10-30 00:26:51,2017-10-30 00:45:08,2017-11-06 18:22:15,2017-11-10 17:52:20,2017-11-17 00:00:00,88c52214827b6c4fb93fcd4b2a754006,19025,presidente prudente,SP,consoles_games,49.0,100.0,4.0,150.0,16.0,12.0,12.0,consoles_games
5d79b555805a2c67a647b4f2ed28891c,1,4aca38e787c979a6106440c7a63036b4,5f2684dab12e59f83bef73ae57724e45,2017-10-02 13:49:26,79.9,25.11,d9e37b93fff8ef5386bfbb36695cc072,delivered,2017-09-26 12:25:18,2017-09-26 13:49:26,2017-09-27 18:33:37,2017-10-19 21:22:32,2017-11-13 00:00:00,4ab082a8e6b2182eb540d81d7c9fd06c,69070,manaus,AM,brinquedos,55.0,1107.0,1.0,1600.0,40.0,15.0,35.0,toys
3dcd6dc6516ed823141649f1fee54303,1,1b06001e6b541c7e43a5a0339129a3ea,4992e76a42cb3aad7a7047e0d3d7e729,2017-06-06 13:32:07,39.9,15.11,343e60c28c010a14f60d1121ba11a054,shipped,2017-05-31 13:19:06,2017-05-31 13:35:09,2017-05-31 16:20:37,,2017-06-29 00:00:00,155a4fb3a54510a3ddc33184f73851b1,74780,goiania,GO,utilidades_domesticas,50.0,430.0,2.0,1400.0,30.0,15.0,20.0,housewares
2a142c0426781261c6ea8c07941a55a7,1,617186c3d97ea56c9c683a8a3974e8c1,cc419e0650a3c5ba77189a1882b7556a,2018-03-05 10:47:53,79.99,9.37,94e4969b72d31602e59dbb8d2c7c1d09,delivered,2018-02-24 10:26:08,2018-02-24 10:47:53,2018-02-27 04:11:48,2018-02-28 21:43:49,2018-03-14 00:00:00,1f7dc38d123a145e63608b9825f615ba,11010,santos,SP,perfumaria,59.0,1071.0,1.0,550.0,21.0,12.0,20.0,perfumery
f3d5876234a5858786970f692f06c3ad,1,08a7edee09bde7cfc9504bc369e64cb1,a416b6a846a11724393025641d4edd5e,2017-11-09 16:10:33,230.98,20.86,d904f9160d1d66c620b81536ec9399e3,delivered,2017-11-03 15:56:17,2017-11-03 16:30:26,2017-11-09 00:46:44,2017-11-24 20:29:15,2017-11-30 00:00:00,0cf744fa8ef832c2bd5f9208629d3967,78552,sinop,MT,beleza_saude,52.0,637.0,1.0,917.0,28.0,16.0,20.0,health_beauty
f24cb1ef5e87e5ea09a1fc0ae135c186,1,b84520a57891e7a8ae2c68741dcc7146,6560211a19b47992c3666cc44a7e94c0,2018-07-03 16:49:50,45.0,22.25,1bc79b53aca260fc2ed45c7164266cca,delivered,2018-07-01 16:28:11,2018-07-01 16:49:50,2018-07-02 11:23:00,2018-07-13 17:28:43,2018-07-31 00:00:00,a200d46a89cf042fc992338bbb37551e,45465,teolandia,BA,relogios_presentes,56.0,660.0,3.0,250.0,16.0,2.0,20.0,watches_gifts
010e7dda85fff564e8b7076ae3928efb,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2017-12-05 14:31:24,49.0,17.67,76c6370ab8b030109448c39db2b9e08c,delivered,2017-11-27 14:26:40,2017-11-29 14:33:42,2017-12-04 23:18:52,2017-12-12 21:49:55,2017-12-18 00:00:00,81d59547135bb962c771484f86d08c11,31720,belo horizonte,MG,ferramentas_jardim,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,garden_tools
a3b2201d0e95f595df90c26c8dae015f,1,065554bfe0244b9f5f6414f332106a21,e62b2d6ac10570a035a30bafcf01d263,2018-01-18 19:52:28,54.9,17.66,61b5bd939044332625d8373f774a10b3,delivered,2018-01-12 19:43:25,2018-01-12 19:52:28,2018-01-16 22:21:35,2018-01-28 13:16:42,2018-02-07 00:00:00,e6598b200124ba3d069678bd3b569475,52020,recife,PE,flores,46.0,145.0,1.0,800.0,30.0,15.0,20.0,flowers
bf3358fdaf47c7a9abf288008dc1ec59,2,a62e25e09e05e6faf31d90c6ec1aa3d1,634964b17796e64304cadf1ad3050fb7,2018-02-08 12:31:40,108.0,9.77,86d6ae251437e34a8745e53332993665,delivered,2018-02-02 12:19:42,2018-02-02 12:31:54,2018-02-06 00:45:54,2018-02-07 20:33:46,2018-02-20 00:00:00,ed7ca272c833eeec1a3fbf86a84bb5ec,22783,rio de janeiro,RJ,relogios_presentes,58.0,3006.0,2.0,1000.0,53.0,8.0,18.0,watches_gifts
1f9dc0f030a8df0f8a9d47545d7515a3,1,a5ae8400fc9fcacd4af585a57bbf264a,66922902710d126a0e7d26b0e3805106,2017-12-21 21:38:20,120.0,20.33,0faf52fb32003ad8ca5853afe236ac71,delivered,2017-12-16 21:29:20,2017-12-16 21:38:20,2017-12-19 20:57:57,2017-12-28 20:39:22,2018-01-11 00:00:00,e77723abebdc6d6b95814047f75c2aab,5372,sao paulo,SP,pet_shop,57.0,747.0,2.0,1150.0,40.0,20.0,30.0,pet_shop
c3cf7465747be7d711f6fd7f08a7ec65,1,54d9ac713e253fa1fae9c8003b011c2a,955fee9216a65b617aa5c0531780ce60,2018-01-24 13:13:09,29.5,13.08,28aa752efb79504ee5814c07f649b617,delivered,2018-01-18 12:55:44,2018-01-18 13:13:09,2018-01-19 22:04:13,2018-01-31 14:44:49,2018-02-02 00:00:00,9fd4d71a6385f6b36cce3e316a521fc2,2617,sao paulo,SP,cool_stuff,57.0,787.0,8.0,1867.0,36.0,6.0,36.0,cool_stuff
e7d87f6dcb51883dd0df89721a08492d,1,d41d8cd98f00b204e9800998ecf8427e,066a6914e1ebf3ea95a216c73a986b91,2017-04-20 12:02:56,229.9,29.89,e7087b7c0e1d48db38ceee27de0776ed,delivered,2017-04-15 11:46:28,2017-04-15 12:02:56,2017-04-18 11:40:04,2017-05-05 15:53:07,2017-05-16 00:00:00,17bda99b9213ce97c87ba6ced32e791d,29360,castelo,ES,automotivo,16.0,115.0,1.0,1181.0,30.0,17.0,24.0,auto
74d17f79f897a6ed435142094b225a89,1,54d798aec2c073d2d403f66ee33ddbe4,dbb9b48c841a0e39e21f98e1a6b2ec3e,2017-03-15 08:42:31,39.9,9.34,85245501c69284379cc78c76a42b722f,delivered,2017-03-09 08:42:31,2017-03-09 08:42:31,2017-03-17 08:27:45,2017-03-21 09:50:00,2017-03-28 00:00:00,7fe5992a795aa710faec1970a2949af8,3357,sao paulo,SP,moveis_decoracao,40.0,409.0,5.0,700.0,24.0,19.0,22.0,furniture_decor
60702368f14268a42d95a4da7cea0632,1,ec2d43cc59763ec91694573b31f1c29a,1c129092bf23f28a5930387c980c0dfc,2017-11-03 20:25:34,45.9,12.69,c609bbdc6a816decf71546cea0a79836,delivered,2017-10-29 20:16:29,2017-10-29 20:25:34,2017-11-03 16:17:06,2017-11-08 19:28:49,2017-11-17 00:00:00,41874d8151e8c195e9d2b919871ea3f3,19901,ourinhos,SP,cama_mesa_banho,38.0,735.0,5.0,800.0,20.0,20.0,20.0,bed_bath_table
c55086eeed63b963d33c3253b9954895,1,8f5cb6362e19f8120f77484dc5619a6b,2b1a40c1daabc6ca280c4b815c101841,2017-10-18 04:14:40,525.98,67.26,d7998849586905d996da5ca20ec6c199,delivered,2017-10-09 12:06:12,2017-10-11 03:14:40,2017-10-11 21:10:28,2017-10-27 18:56:39,2017-11-01 00:00:00,f6d64b2678f2d65fc4816f9f7dde972b,88802,criciuma,SC,automotivo,47.0,660.0,1.0,13300.0,62.0,62.0,21.0,auto
5b6ef6be2fa71ebc92c95847830eb35f,1,0ac2a75d9c1e9688df3a7730a4ffad14,fc906263ca5083d09dce42fe02247800,2017-06-22 12:55:25,39.9,14.1,0ab29e5915ad4ba4c6d77931b038a1ce,delivered,2017-06-17 12:46:11,2017-06-17 12:55:25,2017-06-19 16:43:03,2017-06-22 14:52:55,2017-07-11 00:00:00,25126926be8dbdb3264285caa7d0c40c,25555,sao joao de meriti,RJ,informatica_acessorios,44.0,116.0,2.0,300.0,50.0,4.0,40.0,computers_accessories
702ec26902de328ad2830835af529b0b,2,cc88837a83ef7b7ea2bf724434a53ef3,6bb62a4912377c7bfe7cb17b406bc7e6,2018-08-15 16:24:45,351.0,20.72,e8d469267909af4c76fa317649c3d860,delivered,2018-08-10 16:04:45,2018-08-10 16:25:15,2018-08-13 15:26:00,2018-08-14 18:46:49,2018-08-17 00:00:00,ce6160651998b40db0a0f3b9d69f7f3d,9230,santo andre,SP,construcao_ferramentas_seguranca,51.0,561.0,1.0,1150.0,80.0,7.0,11.0,construction_tools_safety
f9b975e692bb1fa35d6fede924b1d853,1,e686dd2e91daebfb0bd2a43ab3f5d803,79ebd9a61bac3eaf882805ed4ecfa12a,2018-05-14 20:30:46,179.9,47.7,7e25b8ad63a30d56ed4065640a1c47e0,delivered,2018-05-07 20:11:38,2018-05-07 20:34:09,2018-05-14 12:21:00,2018-05-21 15:22:00,2018-06-01 00:00:00,cdc69d19bd629d9087f32d67e15a39a4,72115,brasilia,DF,moveis_decoracao,53.0,1987.0,3.0,2500.0,65.0,8.0,45.0,furniture_decor
961d9e5c68462472ac3bba1243d731fe,1,53b36df67ebb7c41585e8d54d6772e08,4869f7a5dfa277a7dca6462dcf3b52b2,2017-12-04 16:17:48,133.0,9.26,f7b06276835d7da62b9d98e7c519a2b1,delivered,2017-11-28 15:55:19,2017-11-28 16:17:48,2017-12-01 15:38:43,2017-12-12 00:39:51,2017-12-12 00:00:00,85b79989b7d35124ab26a7089d870ade,8743,mogi das cruzes,SP,relogios_presentes,33.0,523.0,3.0,584.0,16.0,11.0,13.0,watches_gifts
df71ba0f02310921da0a5e4f708916a5,2,1ee194d6fcec9e4cbaeef1a99a6911a2,7ad32824caee82087b3e2e5f33b1bf32,2018-07-30 21:50:15,79.0,20.56,df4058431c8103750dddc04b0b6583f2,delivered,2018-07-28 21:37:46,2018-07-28 21:50:15,2018-07-30 12:46:00,2018-08-03 17:44:48,2018-08-07 00:00:00,26f17bce4c85dfa04d493059fe609cd5,22261,rio de janeiro,RJ,cama_mesa_banho,56.0,279.0,1.0,500.0,34.0,23.0,43.0,bed_bath_table
367733070da9a9f5f70e9a9cceb99ea3,1,7932fcce65e2aee84d6feb4a288f9cb9,1e483cc5c76fef08d3ca05f9a8af7d01,2017-05-23 02:15:16,5.9,7.78,a5d3e93a8713730e3228a6cb80a983ef,delivered,2017-05-17 02:00:05,2017-05-17 02:15:16,2017-05-18 13:39:14,2017-05-19 08:47:43,2017-05-30 00:00:00,c5f7c49309422ad1ab3af1c3519f92f5,4645,sao paulo,SP,fashion_underwear_e_moda_praia,60.0,981.0,1.0,200.0,16.0,2.0,11.0,fashion_underwear_beach
d51cbac21a49941976292ba004bf4165,2,47ae44a186225b8a87ebb7bf39cc1444,d4e12e7884759a14fa0f5f896c791cae,2018-01-22 12:16:43,43.8,13.37,59f12035213d81f852b68da15b39aff4,delivered,2018-01-16 11:56:07,2018-01-16 12:16:43,2018-01-17 16:51:59,2018-01-25 22:14:10,2018-02-06 00:00:00,124bc956b56b1523d2a75b29a856085d,13874,sao joao da boa vista,SP,cama_mesa_banho,45.0,2126.0,1.0,1700.0,30.0,23.0,11.0,bed_bath_table
d4005327f11da579bc626fa9c21518f3,1,8c5876b1c7768217964f353bc7e64393,0db783cfcd3b73998abc6e10e59a102f,2018-04-02 04:08:34,49.9,16.95,da1f894df056e60dd4853cce505a13fc,delivered,2018-03-23 16:08:25,2018-03-27 04:08:34,2018-03-29 22:38:37,2018-04-15 16:51:46,2018-04-12 00:00:00,c1ed3accba08c7e77f2af9804859b076,29167,serra,ES,telefonia,61.0,440.0,1.0,250.0,18.0,3.0,28.0,telephony
37b53df6076f992c15ff3316a0602a3c,1,cd48f265a63e13b762601f5f794c5fca,e9779976487b77c6d4ac45f75ec7afe9,2018-03-19 12:08:06,47.49,19.32,53638bcb338ed531c59d59da7db924c9,delivered,2018-03-13 11:30:31,2018-03-13 12:08:06,2018-03-15 17:44:35,2018-03-28 19:52:48,2018-04-05 00:00:00,df6e477a83ad9c62375233b5f5ef0f44,26556,mesquita,RJ,bebidas,48.0,859.0,3.0,175.0,23.0,21.0,21.0,drinks
a40660e306af15d3771b1b2e0a3a75db,1,d0744123a3448128f572ff0a95c13d87,5343d0649eca2a983820bfe93fc4d17e,2017-12-22 20:30:38,69.9,14.24,ff2e5564a16076f9e0d973371c33a393,delivered,2017-12-18 19:26:02,2017-12-18 20:30:38,2017-12-19 18:37:26,2017-12-22 17:52:01,2018-01-17 00:00:00,8434fe4bd02178f461363f95ddb9d826,26564,mesquita,RJ,moveis_decoracao,59.0,603.0,1.0,8200.0,40.0,35.0,35.0,furniture_decor
c9fe382a47de702dfad8f4b2ea3d2b3a,2,1878fcfa202ce65b4bfaa9d16250ee86,7c67e1448b00f6e969d365cea6b010ab,2017-05-26 09:10:15,126.99,19.94,fb944ca3fae591b47729c008b3cb1aa4,delivered,2017-05-13 09:03:16,2017-05-13 09:10:15,2017-05-19 14:51:34,2017-05-27 23:13:42,2017-06-19 00:00:00,888187ceef448600ddb3020c3a4f4133,19360,santo anastacio,SP,moveis_escritorio,46.0,1198.0,1.0,7725.0,53.0,51.0,18.0,office_furniture
293b49dd2d7212a25cd82a02e0c984ef,1,11fd9d7ba552e1d28872e008acf1e050,cb8bcce248bb1fb274ba762d8b971456,2017-11-16 19:30:32,139.9,14.0,fd6d24826df20a47edc27155e5c613ae,delivered,2017-11-09 19:16:07,2017-11-09 19:30:53,2017-11-10 21:44:42,2017-11-21 10:07:11,2017-11-29 00:00:00,4077a40612134036793b718373ff7700,38738,brejo bonito,MG,cool_stuff,31.0,1194.0,3.0,10225.0,19.0,11.0,11.0,cool_stuff
2de1a5d0edd8626305f1255e91b7d473,1,d03bd02af9fff4b98f1c972315e5e9ef,0241d4d5d36f10f80c644447315af0bd,2018-01-11 17:13:27,79.9,20.96,b2df7562698a9df2b394725e932a57fa,delivered,2018-01-05 17:06:19,2018-01-05 17:13:27,2018-01-09 22:35:54,2018-02-02 21:14:40,2018-02-05 00:00:00,030fde5155e0240c5d3c55206fdadd6e,78058,cuiaba,MT,moveis_decoracao,56.0,209.0,1.0,1800.0,40.0,10.0,30.0,furniture_decor
39863c5c4361d19d8c48522f77fb3bed,1,c2f2d10f8b047f5cffef731479a34432,d91fb3b7d041e83b64a00a3edfb37e4f,2017-07-31 14:03:21,19.2,15.1,1a0b3aac9e3bb37ee6ecb39d97f5eaed,delivered,2017-07-25 13:52:07,2017-07-25 14:03:21,2017-07-28 19:26:42,2017-08-03 20:13:04,2017-08-16 00:00:00,7a443ff6dbc48349835cb18a9355ea1b,30330,belo horizonte,MG,eletrodomesticos,55.0,354.0,1.0,100.0,18.0,8.0,13.0,home_appliances
eb6bf171200b90eb73d01a3f2096691a,1,8c154410716f31649d25e436f7d5d838,c70c1b0d8ca86052f45a432a38b73958,2018-05-09 23:31:28,95.0,7.53,a2aebe68f52ca3379e422f65383ea153,delivered,2018-05-03 23:06:57,2018-05-03 23:32:32,2018-05-04 19:02:00,2018-05-07 18:03:01,2018-05-11 00:00:00,02f48e6162070920cbb44ea74b892b9d,1309,sao paulo,SP,beleza_saude,46.0,803.0,1.0,250.0,22.0,3.0,15.0,health_beauty
c3cbb5032bfc949af6b3f17024de1c8f,1,0b94c4b0f19b2fa4eaaa3dd2cbee42bc,186cdd1b2df32caa72cfb410bba768d3,2018-05-17 11:30:44,109.9,18.65,05e64f1361f11d937d6c2ccd3ec502bf,delivered,2018-05-11 11:17:57,2018-05-11 11:37:30,2018-05-11 12:51:00,2018-05-17 10:48:34,2018-06-04 00:00:00,6ba50ff94b3a5e4bd7eab73d2f6f411d,3408,sao paulo,SP,utilidades_domesticas,57.0,274.0,1.0,550.0,25.0,4.0,18.0,housewares
97629524819bce0eba7d519f19af5810,1,25f86162fee18735fffdb762dcb10d7c,1a3df491d1c4f1589fc2b934ada68bf2,2017-07-07 04:43:28,159.9,29.52,242857ffefcc13d9568c6ce10011ce43,delivered,2017-06-30 09:29:49,2017-07-01 04:43:28,2017-07-10 19:04:53,2017-07-20 20:48:55,2017-07-31 00:00:00,a733667a260bd297c427e73d56008f23,36773,cataguases,MG,cama_mesa_banho,58.0,2400.0,2.0,10800.0,54.0,27.0,36.0,bed_bath_table
